CustomerID,FirstPurchaseDate,Country,City,AgeGroup,Gender
C01592,2024-03-02,Canada,Montreal,25-34,Female
C01593,2024-05-26,USA,New York,35-44,Male
C01594,2024-04-08,Australia,Sydney,45-54,Male
C01595,2024-02-29,Germany,Munich,35-44,Male
C01596,2024-08-07,Canada,Montreal,35-44,Female
C01597,2024-07-17,USA,New York,25-34,Male
C01598,2024-04-15,UK,Birmingham,25-34,Male
C01599,2024-01-12,UK,Birmingham,35-44,Male
C01600,2024-03-22,USA,Los Angeles,55+,Female
C01601,2024-07-09,UK,Manchester,35-44,Female
C01602,2024-05-01,USA,Houston,35-44,Male
C01603,2024-06-29,USA,Chicago,35-44,Female
C01604,2024-08-21,Canada,Vancouver,25-34,Female
C01605,2024-07-26,Germany,Berlin,18-24,Female
C01606,2024-04-07,UK,Birmingham,35-44,Male
C01607,2024-04-08,Canada,Montreal,55+,Female
C01608,2024-06-18,Canada,Toronto,25-34,Female
C01609,2024-07-21,UK,Birmingham,35-44,Female
C01610,2024-07-29,Canada,Montreal,25-34,Male
C01611,2024-06-15,UK,Birmingham,35-44,Female
C01612,2024-02-08,Canada,Toronto,18-24,Female
C01613,2024-05-06,UK,Manchester,25-34,Female
C01614,2024-09-03,Canada,Vancouver,45-54,Male
C01615,2024-01-10,USA,Chicago,25-34,Male
C01616,2024-02-02,UK,London,35-44,Female
C01617,2024-05-08,UK,Manchester,45-54,Female
C01618,2024-09-04,Germany,Berlin,55+,Male
C01619,2024-05-31,UK,Birmingham,25-34,Female
C01620,2024-03-25,Canada,Toronto,25-34,Male
C01621,2024-08-10,USA,New York,25-34,Female
C01622,2024-01-26,Germany,Berlin,55+,Female
C01623,2024-08-11,Canada,Montreal,55+,Female
C01624,2024-08-04,Australia,Melbourne,35-44,Female
C01625,2024-04-22,Australia,Melbourne,45-54,Male
C01626,2024-01-26,USA,New York,35-44,Female
C01627,2024-05-14,Germany,Berlin,35-44,Male
C01628,2024-08-21,Canada,Vancouver,18-24,Female
C01629,2024-04-26,Canada,Montreal,45-54,Female
C01630,2024-01-04,USA,New York,18-24,Female
C01631,2024-07-03,Canada,Vancouver,45-54,Male
C01632,2024-02-06,USA,Los Angeles,45-54,Female
C01633,2024-04-14,UK,London,35-44,Male
C01634,2024-08-10,USA,New York,18-24,Male
C01635,2024-06-16,USA,Phoenix,25-34,Female
C01636,2024-09-05,USA,Houston,25-34,Male
C01637,2024-02-09,USA,Phoenix,25-34,Female
C01638,2024-01-20,USA,Los Angeles,18-24,Male
C01639,2024-04-30,UK,Manchester,55+,Male
C01640,2024-07-19,Australia,Sydney,35-44,Female
C01641,2024-09-05,USA,Los Angeles,25-34,Female
C01642,2024-03-08,Canada,Toronto,25-34,Male
C01643,2024-03-27,UK,Manchester,25-34,Female
C01644,2024-06-08,UK,London,35-44,Female
C01645,2024-06-26,Canada,Montreal,35-44,Female
C01646,2024-04-11,USA,Phoenix,55+,Male
C01647,2024-06-15,Canada,Vancouver,25-34,Female
C01648,2024-01-21,UK,Birmingham,55+,Female
C01649,2024-08-06,UK,London,45-54,Female
C01650,2024-03-25,USA,New York,25-34,Male
C01651,2024-08-06,UK,Manchester,55+,Female
C01652,2024-06-21,Canada,Montreal,18-24,Female
C01653,2024-08-07,Canada,Toronto,45-54,Female
C01654,2024-05-16,Australia,Sydney,25-34,Male
C01655,2024-04-07,Germany,Berlin,45-54,Female
C01656,2024-09-01,Canada,Vancouver,45-54,Female
C01657,2024-03-22,Germany,Berlin,45-54,Male
C01658,2024-06-09,USA,Chicago,45-54,Male
C01659,2024-07-02,Canada,Montreal,25-34,Female
C01660,2024-08-15,USA,Chicago,18-24,Male
C01661,2024-07-13,UK,Manchester,25-34,Female
C01662,2024-05-04,USA,Los Angeles,25-34,Female
C01663,2024-08-11,USA,New York,35-44,Female
C01664,2024-05-18,USA,Houston,25-34,Male
C01665,2024-01-10,UK,Manchester,55+,Male
C01666,2024-06-07,Germany,Berlin,35-44,Female
C01667,2024-01-18,UK,Manchester,45-54,Male
C01668,2024-03-01,Canada,Toronto,18-24,Female
C01669,2024-06-10,USA,Houston,45-54,Male
C01670,2024-06-24,Germany,Munich,55+,Male
C01671,2024-08-23,UK,Birmingham,25-34,Male
C01672,2024-03-14,USA,Chicago,35-44,Female
C01673,2024-02-28,UK,Birmingham,45-54,Female
C01674,2024-07-10,USA,Houston,25-34,Male
C01675,2024-01-24,USA,Los Angeles,35-44,Male
C01676,2024-04-21,Germany,Berlin,25-34,Male
C01677,2024-09-07,UK,Birmingham,18-24,Female
C01678,2024-01-26,Canada,Vancouver,25-34,Male
C01679,2024-07-13,Canada,Vancouver,18-24,Female
C01680,2024-06-11,Canada,Montreal,18-24,Female
C01681,2024-06-29,UK,Manchester,18-24,Female
C01682,2024-08-11,UK,Manchester,55+,Male
C01683,2024-01-26,Canada,Montreal,35-44,Other
C01684,2024-04-23,UK,Birmingham,55+,Male
C01685,2024-02-12,UK,London,25-34,Male
C01686,2024-06-26,Australia,Sydney,25-34,Female
C01687,2024-03-17,Germany,Berlin,35-44,Female
C01688,2024-08-19,UK,Manchester,25-34,Male
C01689,2024-01-08,UK,Manchester,18-24,Male
C01690,2024-01-12,USA,Chicago,35-44,Female
C01691,2024-03-24,USA,Phoenix,25-34,Male
C01692,2024-07-22,Canada,Vancouver,35-44,Female
C01693,2024-01-15,USA,Houston,35-44,Female
C01694,2024-03-16,Australia,Sydney,25-34,Male
C01695,2024-04-01,Australia,Melbourne,18-24,Male
C01696,2024-04-05,USA,Los Angeles,45-54,Male
C01697,2024-04-20,USA,New York,25-34,Female
C01698,2024-02-07,USA,Phoenix,18-24,Female
C01699,2024-03-03,USA,Chicago,55+,Male
C01700,2024-05-15,USA,Phoenix,18-24,Female
C01701,2024-04-15,Canada,Toronto,35-44,Other
C01702,2024-05-24,USA,Chicago,55+,Male
C01703,2024-06-23,USA,New York,25-34,Female
C01704,2024-07-21,Australia,Melbourne,18-24,Male
C01705,2024-02-16,UK,London,18-24,Male
C01706,2024-02-13,Canada,Montreal,25-34,Male
C01707,2024-02-14,Australia,Melbourne,18-24,Male
C01708,2024-01-21,Australia,Sydney,35-44,Male
C01709,2024-06-05,Australia,Melbourne,18-24,Male
C01710,2024-08-10,UK,Manchester,35-44,Female
C01711,2024-04-07,Canada,Vancouver,55+,Female
C01712,2024-06-07,Canada,Montreal,45-54,Female
C01713,2024-06-23,USA,Chicago,35-44,Male
C01714,2024-03-02,Canada,Toronto,25-34,Male
C01715,2024-05-07,USA,New York,35-44,Male
C01716,2024-08-21,USA,Phoenix,35-44,Female
C01717,2024-05-29,Australia,Sydney,25-34,Female
C01718,2024-02-06,Canada,Toronto,18-24,Male
C01719,2024-02-29,Germany,Berlin,45-54,Male
C01720,2024-04-28,UK,London,25-34,Female
C01721,2024-06-12,Canada,Toronto,25-34,Male
C01722,2024-03-06,Germany,Berlin,25-34,Male
C01723,2024-04-27,Australia,Sydney,25-34,Female
C01724,2024-03-06,USA,Houston,45-54,Female
C01725,2024-06-19,Australia,Sydney,35-44,Male
C01726,2024-01-03,Australia,Sydney,45-54,Male
C01727,2024-08-18,UK,London,18-24,Other
C01728,2024-07-24,Canada,Montreal,25-34,Male
C01729,2024-04-29,USA,Houston,25-34,Male
C01730,2024-08-18,UK,Birmingham,18-24,Male
C01731,2024-03-14,USA,Houston,25-34,Male
C01732,2024-06-22,Australia,Melbourne,45-54,Male
C01733,2024-05-19,Germany,Berlin,18-24,Female
C01734,2024-02-10,Canada,Vancouver,35-44,Male
C01735,2024-01-19,Australia,Sydney,25-34,Male
C01736,2024-04-23,USA,Phoenix,18-24,Female
C01737,2024-08-29,USA,New York,25-34,Female
C01738,2024-03-29,Germany,Berlin,55+,Female
C01739,2024-05-30,USA,Los Angeles,45-54,Female
C01740,2024-03-17,UK,Birmingham,55+,Male
C01741,2024-06-12,USA,Houston,25-34,Female
C01742,2024-09-03,UK,London,18-24,Male
C01743,2024-04-18,Germany,Munich,35-44,Other
C01744,2024-06-25,Germany,Berlin,25-34,Female
C01745,2024-03-05,USA,Chicago,45-54,Other
C01746,2024-04-26,UK,Birmingham,18-24,Female
C01747,2024-08-04,Germany,Munich,25-34,Male
C01748,2024-03-18,USA,Chicago,25-34,Female
C01749,2024-02-20,Australia,Sydney,25-34,Other
C01750,2024-04-08,Australia,Melbourne,35-44,Female
C01751,2024-08-06,USA,Phoenix,25-34,Male
C01752,2024-05-03,USA,New York,25-34,Female
C01753,2024-01-28,Australia,Sydney,25-34,Male
C01754,2024-03-01,Australia,Melbourne,25-34,Male
C01755,2024-04-07,Canada,Toronto,45-54,Male
C01756,2024-05-26,Australia,Sydney,45-54,Male
C01757,2024-04-01,UK,Birmingham,55+,Female
C01758,2024-05-27,Germany,Berlin,45-54,Male
C01759,2024-03-16,Australia,Sydney,25-34,Female
C01760,2024-06-28,Canada,Montreal,35-44,Male
C01761,2024-03-16,Canada,Toronto,25-34,Male
C01762,2024-01-06,UK,Birmingham,25-34,Male
C01763,2024-09-07,USA,Houston,45-54,Male
C01764,2024-07-31,Canada,Toronto,18-24,Male
C01765,2024-06-17,USA,Los Angeles,55+,Male
C01766,2024-04-11,Australia,Sydney,25-34,Female
C01767,2024-03-11,USA,Phoenix,35-44,Male
C01768,2024-01-03,Germany,Berlin,35-44,Male
C01769,2024-05-24,USA,Phoenix,45-54,Male
C01770,2024-08-09,Australia,Melbourne,35-44,Female
C01771,2024-06-24,USA,New York,35-44,Female
C01772,2024-07-18,Canada,Montreal,18-24,Female
C01773,2024-07-09,UK,Birmingham,35-44,Male
C01774,2024-09-06,Canada,Vancouver,25-34,Male
C01775,2024-01-13,USA,Houston,35-44,Female
C01776,2024-08-21,Canada,Montreal,35-44,Male
C01777,2024-06-04,Canada,Montreal,35-44,Male
C01778,2024-07-09,USA,Houston,18-24,Male
C01779,2024-05-07,UK,London,18-24,Male
C01780,2024-08-01,Australia,Sydney,35-44,Male
C01781,2024-08-19,USA,Los Angeles,18-24,Female
C01782,2024-08-19,USA,Phoenix,18-24,Male
C01783,2024-03-14,Canada,Vancouver,18-24,Female
C01784,2024-07-17,USA,Phoenix,55+,Male
C01785,2024-07-23,Germany,Munich,35-44,Male
C01786,2024-02-28,Canada,Montreal,25-34,Female
C01787,2024-06-04,Germany,Berlin,25-34,Male
C01788,2024-07-24,Canada,Montreal,25-34,Female
C01789,2024-03-31,Germany,Munich,45-54,Female
C01790,2024-02-26,USA,Chicago,35-44,Male
C01791,2024-06-11,USA,Chicago,25-34,Female
C01792,2024-02-18,Australia,Melbourne,25-34,Male
C01793,2024-06-07,Australia,Melbourne,18-24,Female
C01794,2024-03-05,UK,Manchester,35-44,Male
C01795,2024-06-22,Germany,Munich,45-54,Female
C01796,2024-07-12,USA,Chicago,25-34,Male
C01797,2024-07-03,USA,Phoenix,18-24,Female
C01798,2024-07-15,Germany,Berlin,18-24,Female
C01799,2024-06-17,Canada,Montreal,55+,Female
C01800,2024-06-23,USA,Phoenix,25-34,Female
C01801,2024-08-02,Australia,Sydney,45-54,Female
C01802,2024-02-05,Germany,Munich,35-44,Female
C01803,2024-06-09,USA,Phoenix,25-34,Male
C01804,2024-01-25,USA,Chicago,25-34,Male
C01805,2024-08-19,USA,Chicago,18-24,Male
C01806,2024-06-09,Australia,Melbourne,35-44,Male
C01807,2024-06-14,UK,Manchester,45-54,Male
C01808,2024-01-11,Germany,Munich,35-44,Female
C01809,2024-03-20,USA,New York,35-44,Male
C01810,2024-07-20,Australia,Sydney,18-24,Female
C01811,2024-04-22,Germany,Munich,55+,Male
C01812,2024-01-09,Canada,Montreal,45-54,Male
C01813,2024-05-28,UK,London,25-34,Female
C01814,2024-04-03,UK,Birmingham,55+,Female
C01815,2024-07-06,USA,Los Angeles,35-44,Female
C01816,2024-02-03,Canada,Vancouver,35-44,Female
C01817,2024-01-24,Canada,Toronto,35-44,Male
C01818,2024-08-20,USA,Chicago,45-54,Female
C01819,2024-03-16,Canada,Toronto,35-44,Male
C01820,2024-03-24,UK,London,18-24,Male
C01821,2024-07-10,UK,Manchester,25-34,Male
C01822,2024-04-16,UK,London,55+,Male
C01823,2024-02-14,USA,Chicago,25-34,Male
C01824,2024-02-21,Canada,Montreal,25-34,Female
C01825,2024-02-03,Australia,Sydney,25-34,Female
C01826,2024-07-20,Germany,Berlin,25-34,Male
C01827,2024-05-18,Australia,Sydney,35-44,Male
C01828,2024-08-12,USA,Houston,55+,Male
C01829,2024-09-05,UK,Manchester,25-34,Male
C01830,2024-04-03,Canada,Toronto,18-24,Female
C01831,2024-05-15,Australia,Sydney,25-34,Male
C01832,2024-05-08,USA,Chicago,45-54,Female
C01833,2024-08-21,Australia,Melbourne,35-44,Male
C01834,2024-03-10,Germany,Berlin,25-34,Other
C01835,2024-07-31,Germany,Berlin,45-54,Male
C01836,2024-02-12,UK,Manchester,45-54,Female
C01837,2024-03-06,UK,Manchester,45-54,Male
C01838,2024-08-21,UK,London,55+,Female
C01839,2024-07-30,UK,Birmingham,25-34,Male
C01840,2024-08-29,Canada,Vancouver,45-54,Male
C01841,2024-05-03,USA,Phoenix,25-34,Female
C01842,2024-09-04,Germany,Berlin,45-54,Female
C01843,2024-07-25,Australia,Sydney,35-44,Female
C01844,2024-03-16,Germany,Munich,45-54,Female
C01845,2024-07-10,Australia,Melbourne,35-44,Female
C01846,2024-08-10,USA,Los Angeles,25-34,Male
C01847,2024-03-27,Australia,Melbourne,35-44,Male
C01848,2024-07-24,UK,Birmingham,55+,Male
C01849,2024-01-30,Canada,Montreal,55+,Female
C01850,2024-04-29,Canada,Montreal,18-24,Male
C01851,2024-09-03,Australia,Sydney,25-34,Male
C01852,2024-01-20,UK,Birmingham,18-24,Female
C01853,2024-02-06,Germany,Munich,35-44,Female
C01854,2024-07-12,USA,New York,45-54,Male
C01855,2024-09-04,Australia,Melbourne,25-34,Male
C01856,2024-02-27,Canada,Toronto,35-44,Male
C01857,2024-08-08,UK,London,45-54,Male
C01858,2024-06-22,USA,Chicago,35-44,Male
C01859,2024-07-04,UK,Manchester,35-44,Female
C01860,2024-06-21,Germany,Munich,35-44,Female
C01861,2024-09-07,USA,Houston,35-44,Female
C01862,2024-04-11,UK,London,25-34,Male
C01863,2024-09-04,USA,Los Angeles,35-44,Female
C01864,2024-08-04,UK,Birmingham,35-44,Male
C01865,2024-07-24,Germany,Berlin,45-54,Male
C01866,2024-05-22,USA,Houston,35-44,Female
C01867,2024-04-03,UK,London,45-54,Male
C01868,2024-01-24,Canada,Vancouver,25-34,Male
C01869,2024-07-21,Canada,Montreal,25-34,Female
C01870,2024-04-11,USA,New York,18-24,Male
C01871,2024-01-04,Canada,Vancouver,25-34,Female
C01872,2024-03-08,Germany,Berlin,35-44,Male
C01873,2024-05-17,UK,Manchester,55+,Female
C01874,2024-02-01,Australia,Sydney,18-24,Male
C01875,2024-04-26,UK,London,25-34,Male
C01876,2024-04-04,Germany,Berlin,45-54,Female
C01877,2024-06-21,Canada,Montreal,25-34,Male
C01878,2024-07-10,Australia,Melbourne,35-44,Male
C01879,2024-06-21,USA,Houston,35-44,Male
C01880,2024-03-08,USA,Phoenix,35-44,Male
C01881,2024-05-29,USA,Phoenix,25-34,Male
C01882,2024-04-07,Canada,Montreal,25-34,Male
C01883,2024-07-29,Australia,Sydney,45-54,Female
C01884,2024-06-12,Germany,Berlin,35-44,Male
C01885,2024-08-28,UK,Manchester,18-24,Female
C01886,2024-04-05,USA,Chicago,45-54,Male
C01887,2024-01-28,USA,Houston,18-24,Male
C01888,2024-06-21,Germany,Berlin,35-44,Female
C01889,2024-02-29,Germany,Berlin,25-34,Male
C01890,2024-04-30,USA,Chicago,55+,Female
C01891,2024-01-07,UK,London,25-34,Male
C01892,2024-06-07,UK,Manchester,25-34,Female
C01893,2024-08-14,USA,Phoenix,18-24,Female
C01894,2024-08-29,UK,Birmingham,25-34,Female
C01895,2024-05-23,USA,New York,45-54,Female
C01896,2024-03-24,Australia,Melbourne,55+,Female
C01897,2024-08-22,Germany,Munich,25-34,Male
C01898,2024-06-05,USA,New York,25-34,Male
C01899,2024-02-26,Germany,Munich,35-44,Female
C01900,2024-06-14,Canada,Montreal,45-54,Male
C01901,2024-01-17,USA,Houston,35-44,Male
C01902,2024-06-11,USA,Los Angeles,25-34,Female
C01903,2024-07-29,Germany,Berlin,25-34,Male
C01904,2024-04-28,Germany,Munich,35-44,Female
C01905,2024-08-20,Germany,Berlin,18-24,Female
C01906,2024-06-28,USA,Houston,35-44,Female
C01907,2024-03-18,USA,Houston,25-34,Female
C01908,2024-06-15,Canada,Montreal,45-54,Male
C01909,2024-04-14,UK,Birmingham,18-24,Male
C01910,2024-01-30,USA,Los Angeles,35-44,Male
C01911,2024-02-05,USA,Phoenix,25-34,Male
C01912,2024-01-12,UK,Birmingham,35-44,Female
C01913,2024-08-30,Canada,Montreal,18-24,Female
C01914,2024-01-10,Germany,Berlin,35-44,Male
C01915,2024-03-18,Canada,Toronto,35-44,Male
C01916,2024-05-06,USA,New York,35-44,Female
C01917,2024-01-30,USA,Chicago,35-44,Male
C01918,2024-01-25,UK,Manchester,35-44,Female
C01919,2024-03-01,Canada,Vancouver,45-54,Male
C01920,2024-08-15,USA,Phoenix,25-34,Female
C01921,2024-05-17,Australia,Sydney,45-54,Female
C01922,2024-02-04,Australia,Sydney,25-34,Female
C01923,2024-04-09,Australia,Melbourne,18-24,Female
C01924,2024-04-26,USA,Houston,18-24,Male
C01925,2024-04-04,UK,Manchester,25-34,Male
C01926,2024-06-20,Canada,Vancouver,45-54,Female
C01927,2024-08-31,USA,Los Angeles,35-44,Male
C01928,2024-07-09,Australia,Melbourne,45-54,Female
C01929,2024-06-27,USA,Chicago,35-44,Female
C01930,2024-08-30,USA,Phoenix,25-34,Female
C01931,2024-05-18,USA,New York,18-24,Female
C01932,2024-04-17,UK,Manchester,25-34,Female
C01933,2024-05-30,USA,Los Angeles,25-34,Female
C01934,2024-07-09,USA,Chicago,18-24,Male
C01935,2024-07-05,Canada,Montreal,25-34,Male
C01936,2024-02-09,USA,Houston,35-44,Male
C01937,2024-08-14,Canada,Montreal,35-44,Female
C01938,2024-04-16,Canada,Toronto,55+,Male
C01939,2024-06-16,UK,Manchester,55+,Female
C01940,2024-01-26,USA,New York,35-44,Male
C01941,2024-08-01,USA,Los Angeles,25-34,Female
C01942,2024-05-05,Australia,Sydney,35-44,Male
C01943,2024-06-06,UK,Birmingham,45-54,Female
C01944,2024-04-14,Germany,Munich,18-24,Female
C01945,2024-08-28,USA,Los Angeles,25-34,Male
C01946,2024-08-31,Germany,Berlin,45-54,Male
C01947,2024-03-12,UK,London,25-34,Female
C01948,2024-01-09,Australia,Sydney,35-44,Female
C01949,2024-06-25,USA,Los Angeles,35-44,Male
C01950,2024-04-04,UK,Birmingham,25-34,Female
C01951,2024-02-25,USA,Los Angeles,25-34,Female
C01952,2024-04-23,USA,Chicago,25-34,Female
C01953,2024-04-23,UK,London,18-24,Male
C01954,2024-08-31,USA,Chicago,18-24,Male
C01955,2024-03-01,Australia,Sydney,45-54,Female
C01956,2024-08-06,Australia,Melbourne,25-34,Female
C01957,2024-04-02,USA,Houston,35-44,Female
C01958,2024-01-26,USA,Houston,25-34,Male
C01959,2024-06-24,UK,London,55+,Male
C01960,2024-04-04,UK,Manchester,25-34,Male
C01961,2024-05-19,Germany,Berlin,25-34,Male
C01962,2024-08-18,USA,Phoenix,45-54,Male
C01963,2024-09-07,USA,Los Angeles,45-54,Male
C01964,2024-06-14,UK,London,25-34,Female
C01965,2024-04-01,Australia,Melbourne,45-54,Male
C01966,2024-01-16,Germany,Munich,25-34,Female
C01967,2024-04-11,Australia,Sydney,25-34,Female
C01968,2024-03-11,Germany,Berlin,18-24,Female
C01969,2024-02-18,USA,Houston,18-24,Male
C01970,2024-09-04,Canada,Montreal,35-44,Female
C01971,2024-02-01,Canada,Montreal,25-34,Female
C01972,2024-08-30,USA,Phoenix,25-34,Female
C01973,2024-08-05,USA,New York,35-44,Female
C01974,2024-07-29,Canada,Vancouver,45-54,Female
C01975,2024-04-26,Canada,Toronto,25-34,Female
C01976,2024-01-24,USA,New York,35-44,Male
C01977,2024-06-18,Canada,Vancouver,18-24,Female
C01978,2024-02-24,Canada,Toronto,45-54,Male
C01979,2024-06-13,USA,Phoenix,35-44,Female
C01980,2024-06-12,UK,Manchester,55+,Male
C01981,2024-06-01,UK,London,18-24,Male
C01982,2024-09-05,Australia,Melbourne,18-24,Female
C01983,2024-01-06,USA,New York,25-34,Female
C01984,2024-01-13,Canada,Toronto,25-34,Male
C01985,2024-07-20,Australia,Melbourne,25-34,Male
C01986,2024-03-26,USA,Chicago,55+,Female
C01987,2024-03-03,Germany,Munich,25-34,Male
C01988,2024-02-02,UK,London,25-34,Female
C01989,2024-07-20,Canada,Toronto,45-54,Male
C01990,2024-05-24,Canada,Vancouver,25-34,Female
C01991,2024-02-22,UK,Birmingham,45-54,Female
C01992,2024-01-18,Germany,Munich,18-24,Male
C01993,2024-07-31,USA,Los Angeles,25-34,Male
C01994,2024-07-14,USA,Houston,18-24,Male
C01995,2024-05-21,Germany,Berlin,18-24,Female
C01996,2024-02-23,USA,Chicago,55+,Female
C01997,2024-05-30,USA,Houston,18-24,Female
C01998,2024-02-25,Australia,Sydney,35-44,Male
C01999,2024-07-27,USA,Los Angeles,25-34,Male
C02000,2024-08-10,Canada,Toronto,25-34,Male
C02001,2024-02-29,Australia,Melbourne,45-54,Male
C02002,2024-03-25,UK,Birmingham,18-24,Female
C02003,2024-07-17,UK,Birmingham,35-44,Female
C02004,2024-02-07,UK,London,55+,Female
C02005,2024-07-20,UK,London,35-44,Male
C02006,2024-08-18,Australia,Sydney,55+,Female
C02007,2024-06-01,USA,Phoenix,18-24,Female
C02008,2024-01-01,USA,Chicago,25-34,Female
C02009,2024-03-11,USA,Chicago,25-34,Female
C02010,2024-08-07,Canada,Vancouver,35-44,Male
C02011,2024-02-07,USA,Houston,55+,Male
C02012,2024-02-03,USA,Los Angeles,25-34,Female
C02013,2024-05-18,Canada,Toronto,35-44,Male
C02014,2024-03-05,Canada,Vancouver,25-34,Male
C02015,2024-07-23,Canada,Montreal,35-44,Female
C02016,2024-02-14,Australia,Melbourne,25-34,Female
C02017,2024-01-29,Canada,Vancouver,55+,Female
C02018,2024-06-18,USA,Chicago,35-44,Male
C02019,2024-08-09,Australia,Sydney,25-34,Male
C02020,2024-01-07,Australia,Melbourne,18-24,Female
C02021,2024-02-03,USA,New York,25-34,Female
C02022,2024-01-04,Germany,Munich,25-34,Female
C02023,2024-04-01,Germany,Munich,25-34,Female
C02024,2024-07-21,Canada,Toronto,45-54,Female
C02025,2024-07-20,Germany,Munich,35-44,Female
C02026,2024-03-01,USA,Los Angeles,35-44,Male
C02027,2024-05-30,USA,Los Angeles,18-24,Female
C02028,2024-03-23,Canada,Vancouver,45-54,Female
C02029,2024-01-05,Canada,Vancouver,35-44,Female
C02030,2024-02-14,Canada,Montreal,18-24,Female
C02031,2024-03-08,USA,Los Angeles,35-44,Female
C02032,2024-01-14,Australia,Sydney,35-44,Male
C02033,2024-02-02,UK,Birmingham,18-24,Female
C02034,2024-07-08,USA,Houston,25-34,Male
C02035,2024-04-17,Canada,Montreal,25-34,Female
C02036,2024-05-14,USA,Phoenix,25-34,Male
C02037,2024-01-30,Australia,Sydney,55+,Male
C02038,2024-07-09,Germany,Munich,45-54,Male
C02039,2024-01-17,Australia,Sydney,35-44,Female
C02040,2024-05-01,USA,Phoenix,25-34,Male
C02041,2024-04-24,UK,London,25-34,Male
C02042,2024-07-18,UK,Manchester,35-44,Female
C02043,2024-04-02,USA,Chicago,35-44,Male
C02044,2024-05-11,USA,Phoenix,18-24,Female
C02045,2024-05-31,UK,Manchester,35-44,Female
C02046,2024-01-28,Canada,Vancouver,45-54,Female
C02047,2024-04-25,Canada,Montreal,25-34,Male
C02048,2024-05-08,USA,Los Angeles,18-24,Female
C02049,2024-02-26,Canada,Toronto,45-54,Male
C02050,2024-08-30,Germany,Berlin,25-34,Male
C02051,2024-06-06,USA,Phoenix,25-34,Male
C02052,2024-01-12,UK,Birmingham,25-34,Female
C02053,2024-07-05,Germany,Berlin,25-34,Male
C02054,2024-07-19,UK,London,45-54,Female
C02055,2024-08-20,USA,Chicago,35-44,Female
C02056,2024-08-09,UK,Birmingham,25-34,Female
C02057,2024-06-17,Germany,Berlin,45-54,Male
C02058,2024-05-13,Germany,Munich,45-54,Female
C02059,2024-03-18,Canada,Toronto,45-54,Female
C02060,2024-04-27,UK,Birmingham,25-34,Female
C02061,2024-06-13,UK,Birmingham,25-34,Male
C02062,2024-09-03,Canada,Toronto,55+,Female
C02063,2024-01-08,Canada,Vancouver,45-54,Male
C02064,2024-01-16,USA,New York,18-24,Male
C02065,2024-05-02,Australia,Sydney,18-24,Male
C02066,2024-08-04,UK,London,25-34,Female
C02067,2024-04-12,Australia,Melbourne,55+,Male
C02068,2024-04-19,USA,Los Angeles,35-44,Male
C02069,2024-06-24,USA,New York,25-34,Female
C02070,2024-01-28,Canada,Vancouver,18-24,Female
C02071,2024-05-05,USA,Houston,35-44,Male
C02072,2024-07-01,USA,Houston,45-54,Female
C02073,2024-08-20,USA,Chicago,25-34,Male
C02074,2024-04-23,USA,Houston,45-54,Male
C02075,2024-01-19,USA,Chicago,55+,Male
C02076,2024-08-18,Germany,Berlin,25-34,Female
C02077,2024-01-21,USA,Los Angeles,35-44,Male
C02078,2024-03-23,Australia,Sydney,25-34,Male
C02079,2024-06-04,UK,London,45-54,Male
C02080,2024-02-07,Canada,Toronto,35-44,Female
C02081,2024-01-17,USA,New York,35-44,Male
C02082,2024-02-02,Canada,Montreal,45-54,Male
C02083,2024-03-11,Australia,Melbourne,25-34,Male
C02084,2024-06-08,Canada,Montreal,55+,Male
C02085,2024-06-11,Australia,Sydney,35-44,Female
C02086,2024-05-29,UK,Birmingham,25-34,Female
C02087,2024-05-20,UK,London,35-44,Male
C02088,2024-07-01,Australia,Sydney,45-54,Male
C02089,2024-03-24,UK,Birmingham,25-34,Male
C02090,2024-04-07,USA,New York,45-54,Male
C02091,2024-06-01,Canada,Vancouver,55+,Male
C02092,2024-05-15,Canada,Toronto,25-34,Female
C02093,2024-03-16,Canada,Montreal,55+,Female
C02094,2024-04-26,Canada,Vancouver,18-24,Female
C02095,2024-05-09,USA,Los Angeles,25-34,Female
C02096,2024-06-03,USA,Phoenix,25-34,Female
C02097,2024-04-20,USA,Phoenix,45-54,Female
C02098,2024-01-26,USA,Houston,35-44,Male
C02099,2024-07-22,USA,Chicago,25-34,Female
C02100,2024-06-28,Canada,Toronto,25-34,Male
C02101,2024-01-30,Germany,Munich,35-44,Female
C02102,2024-08-06,USA,Houston,18-24,Female
C02103,2024-06-16,Australia,Melbourne,45-54,Male
C02104,2024-06-15,USA,Los Angeles,45-54,Male
C02105,2024-08-12,Canada,Toronto,35-44,Female
C02106,2024-07-15,UK,London,55+,Male
C02107,2024-05-21,UK,London,25-34,Female
C02108,2024-07-03,Canada,Toronto,55+,Female
C02109,2024-08-09,Canada,Vancouver,35-44,Female
C02110,2024-02-25,Australia,Sydney,35-44,Female
C02111,2024-04-20,Germany,Munich,25-34,Male
C02112,2024-04-25,Canada,Vancouver,45-54,Male
C02113,2024-08-15,Canada,Toronto,25-34,Female
C02114,2024-02-28,Canada,Montreal,25-34,Female
C02115,2024-04-15,USA,Los Angeles,18-24,Female
C02116,2024-03-27,USA,Los Angeles,35-44,Male
C02117,2024-07-30,Australia,Sydney,35-44,Male
C02118,2024-04-26,UK,London,35-44,Female
C02119,2024-04-12,Australia,Melbourne,45-54,Male
C02120,2024-04-16,Germany,Munich,18-24,Female
C02121,2024-07-05,USA,Chicago,35-44,Male
