OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,Cost,ShippingCost,PaymentMethod,Status,Channel
O014087,2024-12-14,C02583,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,9.78,PayPal,Completed,Website
O014088,2024-12-14,C01392,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,14.44,Credit Card,Completed,Instagram
O014089,2024-12-14,C02969,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,10.84,Credit Card,Completed,Website
O014090,2024-12-14,C02778,P025,Sunscreen SPF 50,Beauty,2,29.99,59.98,18,7.79,PayPal,Completed,Website
O014091,2024-12-14,C00119,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,10.96,Debit Card,Completed,Website
O014092,2024-12-14,C01178,P025,Sunscreen SPF 50,Beauty,2,29.99,59.98,18,8.23,Debit Card,Completed,Instagram
O014093,2024-12-14,C01881,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,5.38,Debit Card,Completed,Website
O014094,2024-12-14,C02905,P012,LED Desk Lamp,Home & Garden,3,42.99,128.97,48,5.75,Debit Card,Completed,Website
O014095,2024-12-14,C02967,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,11.21,Credit Card,Completed,Instagram
O014096,2024-12-14,C02461,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,11.24,Credit Card,Completed,Instagram
O014097,2024-12-15,C02533,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,6.15,Debit Card,Completed,Facebook Shop
O014098,2024-12-15,C02055,P018,Water Bottle 32oz,Sports,2,24.99,49.98,14,12.9,PayPal,Completed,Website
O014099,2024-12-15,C01294,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,6.67,Credit Card,Completed,Instagram
O014100,2024-12-15,C01687,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,14.36,Credit Card,Completed,Mobile App
O014101,2024-12-15,C02182,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,5.57,Credit Card,Completed,Mobile App
O014102,2024-12-15,C01731,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,5.03,Credit Card,Completed,Facebook Shop
O014103,2024-12-15,C00517,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,14.39,Debit Card,Completed,Facebook Shop
O014104,2024-12-15,C01862,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,5.12,Credit Card,Completed,Website
O014105,2024-12-15,C01409,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,12.34,Credit Card,Completed,Mobile App
O014106,2024-12-15,C01417,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,7.21,PayPal,Completed,Website
O014107,2024-12-15,C02770,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,9.44,PayPal,Completed,Website
O014108,2024-12-15,C02626,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,9.23,Credit Card,Completed,Mobile App
O014109,2024-12-15,C00463,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,10.16,Credit Card,Completed,Instagram
O014110,2024-12-15,C02450,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,8.25,Credit Card,Completed,Website
O014111,2024-12-15,C02708,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,8.38,Credit Card,Completed,Mobile App
O014112,2024-12-15,C02497,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,10.88,Debit Card,Completed,Facebook Shop
O014113,2024-12-15,C02336,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,5.97,Debit Card,Completed,Website
O014114,2024-12-15,C00275,P023,Makeup Brush Set 12pc,Beauty,2,49.99,99.98,30,7.97,Credit Card,Completed,Instagram
O014115,2024-12-15,C01261,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,9.38,Debit Card,Completed,Facebook Shop
O014116,2024-12-15,C01953,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,8.91,PayPal,Completed,Website
O014117,2024-12-15,C00567,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,11.77,Debit Card,Completed,Website
O014118,2024-12-15,C01976,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,6.78,Debit Card,Completed,Mobile App
O014119,2024-12-15,C01358,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,8.39,Credit Card,Completed,Instagram
O014120,2024-12-15,C01838,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,6.25,Credit Card,Completed,Instagram
O014121,2024-12-15,C00952,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,6.34,Credit Card,Completed,Mobile App
O014122,2024-12-15,C02178,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,14.68,PayPal,Completed,Instagram
O014123,2024-12-15,C00031,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,10.53,Credit Card,Completed,Facebook Shop
O014124,2024-12-15,C01197,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,8.24,Credit Card,Completed,Website
O014125,2024-12-15,C01879,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,14.54,Debit Card,Completed,Facebook Shop
O014126,2024-12-15,C00478,P009,Running Shorts Sport,Clothing,2,34.99,69.98,24,9.01,PayPal,Completed,Facebook Shop
O014127,2024-12-15,C00010,P011,Throw Pillow Set 2pc,Home & Garden,3,39.99,119.97,42,13.77,Credit Card,Completed,Instagram
O014128,2024-12-15,C02443,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,6.93,Debit Card,Completed,Mobile App
O014129,2024-12-15,C01226,P019,Foam Roller,Sports,1,32.99,32.99,11,13.7,Credit Card,Completed,Instagram
O014130,2024-12-15,C00608,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,14.04,Credit Card,Completed,Website
O014131,2024-12-15,C01927,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,12.84,PayPal,Completed,Facebook Shop
O014132,2024-12-15,C02417,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,12.15,PayPal,Completed,Mobile App
O014133,2024-12-15,C00864,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,9.49,PayPal,Completed,Mobile App
O014134,2024-12-15,C02574,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,9.42,Credit Card,Completed,Instagram
O014135,2024-12-15,C00423,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,10.6,Debit Card,Completed,Facebook Shop
O014136,2024-12-15,C00801,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,9.19,Credit Card,Completed,Instagram
O014137,2024-12-15,C02342,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,13.34,Credit Card,Completed,Website
O014138,2024-12-15,C02908,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,13.98,Credit Card,Completed,Facebook Shop
O014139,2024-12-15,C01173,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,10.33,Debit Card,Completed,Mobile App
O014140,2024-12-15,C01870,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,11.21,PayPal,Completed,Facebook Shop
O014141,2024-12-15,C01149,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,5.86,Credit Card,Completed,Website
O014142,2024-12-15,C02484,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,13.11,Credit Card,Completed,Website
O014143,2024-12-15,C02441,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,11.41,PayPal,Completed,Mobile App
O014144,2024-12-15,C01939,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,7.9,Credit Card,Completed,Instagram
O014145,2024-12-15,C00868,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,9.48,Credit Card,Completed,Facebook Shop
O014146,2024-12-15,C01990,P008,Denim Jeans Classic,Clothing,3,59.99,179.97,66,10.79,PayPal,Completed,Website
O014147,2024-12-15,C01253,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,13.93,Credit Card,Completed,Website
O014148,2024-12-15,C00217,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,9.73,Credit Card,Completed,Mobile App
O014149,2024-12-15,C00391,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,6.6,Credit Card,Completed,Facebook Shop
O014150,2024-12-15,C02347,P003,Bluetooth Speaker Mini,Electronics,2,49.99,99.98,50,13.79,PayPal,Completed,Mobile App
O014151,2024-12-15,C01282,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,12.41,PayPal,Completed,Website
O014152,2024-12-15,C00871,P021,Face Serum Vitamin C,Beauty,2,39.99,79.98,24,11.7,Credit Card,Completed,Instagram
O014153,2024-12-15,C02727,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,6.47,Credit Card,Completed,Instagram
O014154,2024-12-15,C01781,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,14.82,Credit Card,Completed,Website
O014155,2024-12-15,C00530,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,9.39,Credit Card,Completed,Website
O014156,2024-12-15,C01813,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,9.4,Credit Card,Completed,Instagram
O014157,2024-12-15,C00763,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,9.82,PayPal,Completed,Mobile App
O014158,2024-12-15,C01428,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,8.89,Credit Card,Completed,Website
O014159,2024-12-15,C02514,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,10.09,Credit Card,Completed,Mobile App
O014160,2024-12-15,C02359,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,8.94,PayPal,Completed,Mobile App
O014161,2024-12-15,C02788,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,14.86,Debit Card,Completed,Facebook Shop
O014162,2024-12-15,C02631,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,14.03,Debit Card,Returned,Instagram
O014163,2024-12-15,C02495,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,5.5,Credit Card,Completed,Mobile App
O014164,2024-12-15,C00692,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,12.77,Debit Card,Completed,Mobile App
O014165,2024-12-15,C02673,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.68,Credit Card,Completed,Mobile App
O014166,2024-12-15,C02669,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,6.59,PayPal,Completed,Mobile App
O014167,2024-12-15,C02780,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,14.64,Debit Card,Completed,Mobile App
O014168,2024-12-15,C01897,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,6.18,Debit Card,Completed,Mobile App
O014169,2024-12-15,C01540,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,13.91,PayPal,Completed,Website
O014170,2024-12-15,C00476,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,14.89,PayPal,Completed,Instagram
O014171,2024-12-15,C01923,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,7.49,PayPal,Completed,Website
O014172,2024-12-15,C02550,P002,Smart Watch Ultra,Electronics,2,249.99,499.98,240,12.8,Credit Card,Completed,Mobile App
O014173,2024-12-15,C00836,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,10.06,Credit Card,Completed,Facebook Shop
O014174,2024-12-15,C00687,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,12.88,Credit Card,Completed,Instagram
O014175,2024-12-15,C02549,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,7.34,Credit Card,Completed,Instagram
O014176,2024-12-15,C01557,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,6.82,PayPal,Completed,Instagram
O014177,2024-12-15,C02089,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,8.81,Credit Card,Completed,Mobile App
O014178,2024-12-15,C01159,P011,Throw Pillow Set 2pc,Home & Garden,2,39.99,79.98,28,10.4,PayPal,Completed,Website
O014179,2024-12-15,C00388,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,5.01,Credit Card,Completed,Instagram
O014180,2024-12-15,C00817,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,14.17,Credit Card,Completed,Website
O014181,2024-12-15,C00977,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,7.13,Credit Card,Completed,Mobile App
O014182,2024-12-15,C00852,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,5.46,Credit Card,Completed,Facebook Shop
O014183,2024-12-15,C01618,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,5.31,PayPal,Completed,Website
O014184,2024-12-15,C01078,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,7.69,Credit Card,Cancelled,Mobile App
O014185,2024-12-15,C02303,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,14.76,Credit Card,Completed,Instagram
O014186,2024-12-15,C01038,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,9.06,Credit Card,Completed,Mobile App
O014187,2024-12-15,C01724,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,6.25,Debit Card,Completed,Mobile App
O014188,2024-12-15,C00276,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,9.34,Credit Card,Completed,Mobile App
O014189,2024-12-15,C01028,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,7.67,Credit Card,Completed,Mobile App
O014190,2024-12-15,C01525,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,11.02,PayPal,Cancelled,Facebook Shop
O014191,2024-12-15,C02383,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,13.66,PayPal,Completed,Mobile App
O014192,2024-12-15,C00879,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,13.16,Credit Card,Completed,Facebook Shop
O014193,2024-12-15,C02887,P002,Smart Watch Ultra,Electronics,2,249.99,499.98,240,9.98,Debit Card,Completed,Instagram
O014194,2024-12-15,C00438,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,5.44,PayPal,Completed,Instagram
O014195,2024-12-15,C02593,P003,Bluetooth Speaker Mini,Electronics,2,49.99,99.98,50,14.39,Credit Card,Completed,Instagram
O014196,2024-12-15,C00795,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,7.78,Credit Card,Completed,Mobile App
O014197,2024-12-15,C02815,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,13.72,PayPal,Cancelled,Mobile App
O014198,2024-12-15,C02395,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,5.51,Credit Card,Completed,Website
O014199,2024-12-15,C00360,P022,Moisturizer Daily,Beauty,3,34.99,104.97,30,10.91,Debit Card,Completed,Mobile App
O014200,2024-12-16,C01652,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,14.92,Credit Card,Returned,Mobile App
O014201,2024-12-16,C00949,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,7.84,PayPal,Completed,Mobile App
O014202,2024-12-16,C01265,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,9.38,Credit Card,Completed,Facebook Shop
O014203,2024-12-16,C01438,P002,Smart Watch Ultra,Electronics,2,249.99,499.98,240,11.37,Credit Card,Completed,Website
O014204,2024-12-16,C00411,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,8.82,PayPal,Completed,Mobile App
O014205,2024-12-16,C01183,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,12.03,Credit Card,Completed,Instagram
O014206,2024-12-16,C01802,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,13.75,PayPal,Completed,Mobile App
O014207,2024-12-16,C02850,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,13.92,Credit Card,Completed,Mobile App
O014208,2024-12-16,C00186,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,13.0,Credit Card,Completed,Instagram
O014209,2024-12-16,C02308,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,12.39,Credit Card,Completed,Instagram
O014210,2024-12-16,C02149,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,8.75,PayPal,Completed,Website
O014211,2024-12-16,C01747,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,9.29,PayPal,Completed,Facebook Shop
O014212,2024-12-16,C02954,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,7.9,Credit Card,Completed,Mobile App
O014213,2024-12-16,C02494,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,9.99,Credit Card,Completed,Mobile App
O014214,2024-12-16,C02494,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,6.7,Debit Card,Completed,Website
O014215,2024-12-16,C01479,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,13.82,PayPal,Cancelled,Website
O014216,2024-12-16,C02758,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,7.51,Credit Card,Returned,Website
O014217,2024-12-16,C00093,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.04,Credit Card,Completed,Instagram
O014218,2024-12-16,C02329,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,6.73,Debit Card,Completed,Website
O014219,2024-12-16,C02399,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,7.58,Credit Card,Completed,Instagram
O014220,2024-12-16,C00170,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,5.82,Debit Card,Completed,Mobile App
O014221,2024-12-16,C02720,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,7.05,PayPal,Completed,Mobile App
O014222,2024-12-16,C00694,P005,USB-C Hub 7-in-1,Electronics,3,45.99,137.97,66,13.7,PayPal,Completed,Facebook Shop
O014223,2024-12-16,C01645,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,10.24,Credit Card,Completed,Website
O014224,2024-12-16,C00125,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,14.18,PayPal,Completed,Instagram
O014225,2024-12-16,C02931,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,10.63,Credit Card,Completed,Mobile App
O014226,2024-12-16,C02245,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,9.61,Credit Card,Completed,Website
O014227,2024-12-16,C00799,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,7.12,Credit Card,Returned,Facebook Shop
O014228,2024-12-16,C00683,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,11.62,Credit Card,Completed,Website
O014229,2024-12-16,C01715,P009,Running Shorts Sport,Clothing,2,34.99,69.98,24,12.18,Credit Card,Completed,Website
O014230,2024-12-16,C01440,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,7.59,Credit Card,Completed,Instagram
O014231,2024-12-16,C00742,P001,Wireless Headphones Pro,Electronics,2,89.99,179.98,90,9.2,PayPal,Completed,Website
O014232,2024-12-16,C01608,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,9.83,PayPal,Completed,Facebook Shop
O014233,2024-12-16,C01071,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,13.28,Credit Card,Completed,Mobile App
O014234,2024-12-16,C01251,P015,Garden Tool Set 5pc,Home & Garden,2,44.99,89.98,38,12.34,PayPal,Completed,Mobile App
O014235,2024-12-16,C02909,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,11.96,Debit Card,Returned,Website
O014236,2024-12-16,C02489,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,7.97,PayPal,Completed,Mobile App
O014237,2024-12-16,C01543,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,10.89,Debit Card,Completed,Mobile App
O014238,2024-12-16,C01357,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,5.85,Credit Card,Completed,Instagram
O014239,2024-12-16,C02755,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,11.86,PayPal,Completed,Website
O014240,2024-12-16,C01934,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,8.71,Credit Card,Completed,Instagram
O014241,2024-12-16,C02439,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,9.92,Debit Card,Completed,Mobile App
O014242,2024-12-16,C02779,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,11.67,Credit Card,Completed,Mobile App
O014243,2024-12-16,C00690,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,13.15,PayPal,Completed,Mobile App
O014244,2024-12-16,C01039,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,13.16,Credit Card,Returned,Mobile App
O014245,2024-12-16,C01968,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,8.85,Credit Card,Completed,Mobile App
O014246,2024-12-16,C02742,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,9.81,Credit Card,Completed,Instagram
O014247,2024-12-16,C02180,P015,Garden Tool Set 5pc,Home & Garden,2,44.99,89.98,38,10.62,PayPal,Completed,Instagram
O014248,2024-12-16,C01413,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,10.0,Credit Card,Completed,Mobile App
O014249,2024-12-16,C02280,P019,Foam Roller,Sports,1,32.99,32.99,11,8.42,Credit Card,Completed,Website
O014250,2024-12-16,C02686,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,10.86,Credit Card,Completed,Mobile App
O014251,2024-12-16,C01953,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,13.8,Debit Card,Cancelled,Website
O014252,2024-12-16,C00261,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,5.71,Credit Card,Completed,Website
O014253,2024-12-16,C01160,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,7.88,Debit Card,Completed,Instagram
O014254,2024-12-16,C00520,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,10.19,PayPal,Completed,Website
O014255,2024-12-16,C00154,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,10.93,PayPal,Completed,Facebook Shop
O014256,2024-12-16,C00133,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,14.96,Credit Card,Completed,Mobile App
O014257,2024-12-16,C00971,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,7.99,Debit Card,Completed,Website
O014258,2024-12-16,C00987,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,6.67,Credit Card,Completed,Instagram
O014259,2024-12-16,C02705,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,11.87,PayPal,Completed,Mobile App
O014260,2024-12-16,C01862,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,11.92,PayPal,Completed,Website
O014261,2024-12-16,C01711,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,11.07,Debit Card,Completed,Instagram
O014262,2024-12-16,C00086,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,10.36,Debit Card,Completed,Instagram
O014263,2024-12-16,C02230,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,7.32,Credit Card,Completed,Instagram
O014264,2024-12-16,C00775,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,12.85,Credit Card,Completed,Instagram
O014265,2024-12-16,C01812,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,5.62,Credit Card,Completed,Website
O014266,2024-12-16,C01145,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,6.4,Credit Card,Completed,Website
O014267,2024-12-16,C00872,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,14.6,Debit Card,Completed,Mobile App
O014268,2024-12-16,C01624,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,5.37,PayPal,Completed,Instagram
O014269,2024-12-16,C02472,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,13.67,Credit Card,Cancelled,Website
O014270,2024-12-16,C02503,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,5.56,Debit Card,Completed,Website
O014271,2024-12-16,C00239,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,11.96,PayPal,Completed,Instagram
O014272,2024-12-16,C02505,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,13.21,PayPal,Completed,Website
O014273,2024-12-16,C02185,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,13.21,PayPal,Completed,Website
O014274,2024-12-16,C00484,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,6.08,PayPal,Completed,Mobile App
O014275,2024-12-16,C02530,P017,Resistance Bands Set,Sports,2,29.99,59.98,18,13.69,PayPal,Completed,Website
O014276,2024-12-16,C02903,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,5.21,PayPal,Completed,Website
O014277,2024-12-16,C02313,P007,Cotton T-Shirt Basic,Clothing,3,24.99,74.97,24,10.02,Credit Card,Completed,Mobile App
O014278,2024-12-16,C01214,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.23,Credit Card,Completed,Website
O014279,2024-12-16,C00253,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,6.33,PayPal,Completed,Website
O014280,2024-12-17,C00660,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,8.93,PayPal,Completed,Website
O014281,2024-12-17,C02979,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,7.76,PayPal,Completed,Website
O014282,2024-12-17,C02878,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,9.57,Credit Card,Completed,Mobile App
O014283,2024-12-17,C02081,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,9.55,PayPal,Completed,Instagram
O014284,2024-12-17,C00882,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,7.11,Credit Card,Completed,Mobile App
O014285,2024-12-17,C00296,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,9.53,Credit Card,Completed,Website
O014286,2024-12-17,C02411,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,10.46,PayPal,Cancelled,Mobile App
O014287,2024-12-17,C01771,P001,Wireless Headphones Pro,Electronics,3,89.99,269.97,135,9.56,PayPal,Completed,Website
O014288,2024-12-17,C01396,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,11.57,Credit Card,Completed,Facebook Shop
O014289,2024-12-17,C00073,P013,Plant Pot Ceramic 3pc,Home & Garden,2,29.99,59.98,22,14.69,PayPal,Completed,Website
O014290,2024-12-17,C01568,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,14.14,PayPal,Completed,Mobile App
O014291,2024-12-17,C02734,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,13.77,PayPal,Completed,Instagram
O014292,2024-12-17,C02179,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,7.03,PayPal,Completed,Mobile App
O014293,2024-12-17,C02568,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,12.12,PayPal,Completed,Mobile App
O014294,2024-12-17,C02172,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,12.11,PayPal,Completed,Website
O014295,2024-12-17,C02368,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,9.37,Credit Card,Completed,Mobile App
O014296,2024-12-17,C02016,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,9.64,Credit Card,Completed,Mobile App
O014297,2024-12-17,C00090,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,6.41,Debit Card,Completed,Mobile App
